datetime,open,high,low,close,volume
2025-02-10,229.57001,245.55000,227.20000,244.60001,226587600
2025-02-03,229.99001,234,225.70000,227.63000,227383400
2025-01-27,224.020004,247.19000,223.98000,236,372790500
2025-01-20,224,227.029999,219.38000,222.78000,277129600
2025-01-13,233.53000,238.96001,228.029999,229.98000,269145400
2025-01-06,244.31000,247.33000,233,236.85001,185241400
2024-12-30,252.23000,253.5,241.82001,243.36000,171023000
2024-12-23,254.77000,260.10001,253.059998,255.59000,133685900
2024-12-16,247.99001,255,245.69000,254.49001,368202900
2024-12-09,241.83000,250.80000,241.75,248.13000,192702600
2024-12-02,237.27000,244.63000,237.16000,242.84000,208286500
2024-11-25,231.46001,237.81000,229.74001,237.33000,198118800
2024-11-18,225.25,230.72000,225.17000,229.87000,196344000
2024-11-11,225,228.87000,221.5,225,223817700
2024-11-04,220.99001,228.66000,219.71001,226.96001,208083400
2024-10-28,233.32001,234.73000,220.27000,222.91000,248222000
2024-10-21,234.45000,236.85001,227.75999,231.41000,197299900
2024-10-14,228.70000,237.49001,228.60001,235,218141000
2024-10-07,224.5,229.75,221.33000,227.55000,164894900
2024-09-30,230.039993,233,223.020004,226.80000,221996800
2024-09-23,227.34000,229.52000,224.020004,227.78999,210673500
2024-09-16,216.53999,233.089996,213.92000,228.20000,550232800
2024-09-09,220.82001,224.039993,216.71001,222.5,237622900
2024-09-02,228.55000,229,217.48000,220.82001,179069200
2024-08-26,226.75999,232.92000,223.89000,229,209486100
2024-08-19,225.72000,228.34000,223.039993,226.84000,188124900
2024-08-12,216.070007,226.83000,215.60001,226.050003,214898200
2024-08-05,199.089996,216.78000,196,216.24001,342088200
2024-07-29,216.96001,225.60001,215.75,219.86000,296061500
2024-07-22,227.0099945,227.78000,214.62000,217.96001,242932200
2024-07-15,236.48000,237.23000,222.27000,224.31000,278397600
2024-07-08,227.089996,233.080002,223.25,230.53999,287546800
2024-07-01,212.089996,226.45000,211.92000,226.34000,216231300
2024-06-24,207.72000,216.070007,206.59000,210.62000,335969500
2024-06-17,213.37000,218.95000,207.11000,207.49001,506265500
2024-06-10,196.89999,220.20000,192.14999,212.49001,635755100
2024-06-03,192.89999,196.94000,192.52000,196.89000,245994400
2024-05-27,191.50999,193,189.10001,192.25,230454300
2024-05-20,189.33000,192.82001,186.63000,189.98000,208619700
2024-05-13,185.44000,191.10001,184.62000,189.87000,288966500
2024-05-06,182.35001,185.089996,180.42000,183.050003,300675100
2024-04-29,173.37000,187,169.11000,183.38000,441926300
2024-04-22,165.52000,171.34000,164.77000,169.30000,241302700
2024-04-15,175.36000,176.63000,164.080002,165,309039200
2024-04-08,169.029999,178.36000,167.11000,176.55000,322249600
2024-04-01,171.19000,171.92000,168.23000,169.58000,239021300
2024-03-25,170.57001,173.60001,169.45000,171.48000,237622700
2024-03-18,175.57001,178.67000,170.059998,172.28000,361530400
2024-03-11,172.94000,174.38000,170.28999,172.62000,367031800
2024-03-04,176.14999,176.89999,168.49001,170.73000,393109900
2024-02-26,182.24001,183.92000,177.38000,179.66000,354310800
2024-02-19,181.78999,185.039993,180,182.52000,192607200
2024-02-12,188.42000,188.67000,181.35001,182.31000,268077800
2024-02-05,188.14999,191.050003,185.84000,188.85001,252715800
2024-01-29,192.0099945,192.20000,179.25,185.85001,325876200
2024-01-22,192.30000,196.38000,191.94000,192.42000,255536900
2024-01-15,182.16000,191.95000,180.30000,191.56000,259667200
2024-01-08,182.089996,187.050003,181.5,185.92000,238352300
2024-01-01,187.14999,188.44000,180.17000,181.17999,275190100
2023-12-25,193.61000,194.66000,191.089996,192.53000,153685700
2023-12-18,196.089996,197.67999,192.97000,193.60001,232314100
2023-12-11,193.11000,199.62000,191.42000,197.57001,379133100
2023-12-04,189.98000,195.99001,187.45000,195.71001,251962600
2023-11-27,189.92000,192.089996,188.19000,191.24001,216455900
2023-11-20,189.89000,192.92999,189.25,189.97000,148305600
2023-11-13,185.82001,190.96001,184.21001,189.69000,262862000
2023-11-06,176.38000,186.57001,176.21001,186.39999,303608500
2023-10-30,169.020004,177.78000,167.89999,176.64999,310010400
2023-10-23,170.91000,174.0099945,165.67000,168.22000,286078100
2023-10-16,176.75,179.080002,172.64000,172.88000,288323000
2023-10-09,176.81000,182.34000,175.80000,178.85001,241810100
2023-10-02,171.22000,177.99001,170.82001,177.49001,260531400
2023-09-25,174.20000,176.97000,167.62000,171.21001,285792000
2023-09-18,176.48000,179.70000,173.86000,174.78999,297294000
2023-09-11,180.070007,180.30000,173.58000,175.0099945,403692100
2023-09-04,188.28000,189.98000,173.53999,178.17999,305075900
2023-08-28,180.089996,189.92000,178.55000,189.46001,264165600
2023-08-21,175.070007,181.55000,173.74001,178.61000,247514300
2023-08-14,177.97000,179.69000,171.96001,174.49001,261440200
2023-08-07,182.13000,183.13000,176.55000,177.78999,332452600
2023-07-31,196.059998,196.73000,181.92000,181.99001,301423400
2023-07-24,193.41000,197.20000,192.25,195.83000,225884500
2023-07-17,191.89999,198.23000,191.23000,191.94000,310880300
2023-07-10,189.25999,191.70000,186.60001,190.69000,250226700
2023-07-03,193.78000,193.88000,189.20000,190.67999,170250800
2023-06-26,186.83000,194.48000,185.23000,193.97000,281453200
2023-06-19,184.41000,187.56000,182.59000,186.67999,203639400
2023-06-12,181.27000,186.99001,180.97000,184.92000,333335700
2023-06-05,182.63000,184.95000,177.32001,180.96001,347825100
2023-05-29,176.96001,181.78000,176.57001,180.95000,286437400
2023-05-22,173.98000,175.77000,170.52000,175.42999,250355000
2023-05-15,173.16000,176.39000,170.42000,175.16000,258597700
2023-05-08,172.48000,174.59000,171,172.57001,250026700
2023-05-01,169.28000,174.30000,164.31000,173.57001,360586400
2023-04-24,165,169.85001,162.80000,169.67999,256274000
2023-04-17,165.089996,168.16000,164.029999,165.020004,249953100
2023-04-10,161.42000,166.32001,159.78000,165.21001,263326300
2023-04-03,164.27000,166.84000,161.80000,164.66000,200156300
2023-03-27,159.94000,165,155.98000,164.89999,267939700
2023-03-20,155.070007,162.14000,154.14999,160.25,350100100
2023-03-13,147.81000,156.74001,147.70000,155,410426600
2023-03-06,153.78999,156.30000,147.61000,148.5,313350800
2023-02-27,147.71001,151.11000,143.89999,151.029999,273994900
2023-02-20,150.20000,151.30000,145.72000,146.71001,213742300
2023-02-13,150.95000,156.33000,150.85001,152.55000,316792400
2023-02-06,152.57001,155.23000,149.22000,151.0099945,330758800
2023-01-30,144.96001,157.38000,141.32001,154.5,480249700
2023-01-23,138.12000,147.23000,137.89999,145.92999,338655600
2023-01-16,134.83000,138.61000,133.77000,137.87000,271823400
2023-01-09,130.47000,134.92000,128.12000,134.75999,333335200
2023-01-02,130.28000,130.89999,124.17000,129.62000,369948500
2022-12-26,131.38000,131.41000,125.87000,129.92999,307184100
2022-12-19,135.11000,136.81000,129.64000,131.86000,384620400
2022-12-12,142.70000,149.97000,133.73000,134.50999,505728900
2022-12-05,147.77000,150.92000,140,142.16000,341500000
2022-11-28,145.14000,149.13000,140.35001,147.81000,401088500
2022-11-21,150.16000,151.83000,146.92999,148.11000,204025500
2022-11-14,148.97000,153.59000,146.14999,151.28999,382679700
2022-11-07,137.11000,150.0099945,134.59000,149.70000,461034600
2022-10-31,153.16000,155.45000,134.38000,138.38000,510660400
2022-10-24,147.19000,157.5,144.13000,155.74001,512851100
2022-10-17,141.070007,147.85001,140.27000,147.27000,397216400
2022-10-10,140.42000,144.52000,134.37000,138.38000,424188400
2022-10-03,138.21001,147.53999,137.69000,140.089996,435940600
2022-09-26,149.66000,154.72000,138,138.20000,577537000
2022-09-19,149.31000,158.74001,148.56000,150.42999,473543200
2022-09-12,159.59000,164.25999,148.37000,150.70000,568337900
2022-09-05,156.47000,157.82001,152.67999,157.37000,314117000
2022-08-29,161.14999,162.89999,154.67000,155.81000,390399000
2022-08-22,169.69000,171.050003,163.56000,163.62000,307194600
2022-08-15,171.52000,176.14999,171.31000,171.52000,322647200
2022-08-08,166.37000,172.17000,163.25,172.10001,318771500
2022-08-01,161.0099945,167.19000,159.63000,165.35001,322415000
2022-07-25,154.0099945,163.63000,150.80000,162.50999,370548900
2022-07-18,150.74001,156.28000,146.70000,154.089996,360988700
2022-07-11,145.67000,150.86000,142.12000,150.17000,366316600
2022-07-04,137.77000,147.55000,136.92999,147.039993,278219600
2022-06-27,142.70000,143.49001,133.77000,138.92999,373549800
2022-06-20,133.42000,141.91000,133.32001,141.66000,315960300
2022-06-13,132.87000,137.34000,129.039993,131.56000,541168600
2022-06-06,147.029999,149.87000,137.059998,137.13000,354267700
2022-05-30,149.070007,151.74001,144.46001,145.38000,338923400
2022-05-23,137.78999,149.67999,137.14000,149.64000,495921700
2022-05-16,145.55000,149.77000,132.61000,137.59000,548244700
2022-05-09,154.92999,156.74001,138.80000,147.11000,686227300
2022-05-02,156.71001,166.48000,153.27000,157.28000,566928200
2022-04-25,161.12000,166.20000,155.38000,157.64999,541697200
2022-04-18,163.92000,171.53000,161.5,161.78999,376787700
2022-04-11,168.71001,171.27000,165.039993,165.28999,297460200
2022-04-04,174.57001,178.49001,169.20000,170.089996,393099200
2022-03-28,172.17000,179.61000,171.94000,174.31000,465395100
2022-03-21,163.50999,175.28000,163.0099945,174.72000,446083700
2022-03-14,151.45000,164.48000,150.10001,163.98000,503123700
2022-03-07,163.36000,165.020004,154.5,154.73000,521334100
2022-02-28,163.059998,168.91000,161.97000,163.17000,418671400
2022-02-21,164.98000,166.69000,152,164.85001,414293700
2022-02-14,167.37000,173.34000,166.19000,167.30000,362252300
2022-02-07,172.86000,176.64999,168.039993,168.64000,412902000
2022-01-31,170.16000,176.24001,169.50999,172.39000,458553300
2022-01-24,160.020004,170.35001,154.70000,170.33000,688258600
2022-01-17,171.50999,172.53999,162.30000,162.41000,400041100
2022-01-10,169.080002,177.17999,168.17000,173.070007,422655700
2022-01-03,177.83000,182.94000,171.029999,172.17000,481949000
2021-12-27,177.089996,181.33000,177.070007,177.57001,340248100
2021-12-20,168.28000,176.85001,167.46001,176.28000,359176900
2021-12-13,181.12000,182.13000,169.69000,171.14000,769299200
2021-12-06,164.28999,179.63000,164.28000,179.45000,569227700
2021-11-29,159.37000,170.30000,157.80000,161.84000,669611100
2021-11-22,161.67999,165.70000,156.36000,156.81000,359933200
2021-11-15,150.37000,161.020004,149.34000,160.55000,462419300
2021-11-08,151.41000,151.57001,147.48000,149.99001,281799900
2021-11-01,148.99001,152.42999,147.80000,151.28000,324080300
2021-10-25,148.67999,153.17000,146.41000,149.80000,392740000
2021-10-18,143.45000,150.17999,143.16000,148.69000,340691300
2021-10-11,142.27000,144.89999,139.20000,144.84000,354098200
2021-10-04,141.75999,144.22000,138.27000,142.89999,382910100
2021-09-27,145.47000,145.96001,139.11000,142.64999,441421300
2021-09-20,143.80000,147.47000,141.27000,146.92000,394033300
2021-09-13,150.63000,151.42000,145.75999,146.059998,492884800
2021-09-06,154.97000,157.25999,148.70000,148.97000,354897400
2021-08-30,149,154.98000,148.61000,154.30000,386647700
2021-08-23,148.31000,150.86000,146.83000,148.60001,272129100
2021-08-16,148.53999,151.67999,144.5,148.19000,429361600
2021-08-09,146.20000,149.44000,145.30000,149.10001,298082900
2021-08-02,146.36000,148.039993,145.17999,146.14000,284559400
2021-07-26,148.27000,149.83000,142.53999,145.86000,423324000
2021-07-19,143.75,148.72000,141.67000,148.56000,441563700
2021-07-12,146.21001,150,143.63000,146.39000,504249300
2021-07-05,140.070007,145.64999,140.070007,145.11000,418559700
2021-06-28,133.41000,140,133.35001,139.96001,321267200
2021-06-21,130.30000,134.64000,129.21001,133.11000,354155800
2021-06-14,127.82000,132.55000,127.070000,130.46001,457142800
2021-06-07,126.17000,128.46001,124.83000,127.35000,327048100
2021-05-31,125.080002,126.16000,123.13000,125.89000,278314500
2021-05-24,126.010002,128.32001,124.55000,124.61000,357615000
2021-05-17,126.82000,128,122.86000,125.43000,386352000
2021-05-10,129.41000,129.53999,122.25,127.45000,514165600
2021-05-03,132.039993,134.070007,126.70000,130.21001,453802300
2021-04-26,134.83000,137.070007,131.070007,131.46001,501621500
2021-04-19,133.50999,135.53000,131.30000,134.32001,421147600
2021-04-12,132.52000,135,130.63000,134.16000,444178800
2021-04-05,123.87000,133.039993,123.070000,133,447820500
2021-03-29,121.65000,124.18000,118.86000,123,359904000
2021-03-22,120.33000,124.24000,118.92000,121.21000,488825800
2021-03-15,121.41000,127.22000,119.68000,119.99000,626343500
2021-03-08,120.93000,123.21000,116.21000,121.029999,586977300
2021-03-01,123.75,128.72000,117.57000,121.42000,663456700
2021-02-22,128.0099945,129.72000,118.39000,121.26000,685989200
2021-02-15,135.49001,136.0099945,127.41000,129.87000,363020300
2021-02-08,136.029999,137.88000,133.69000,135.37000,345543100
2021-02-01,133.75,137.42000,130.92999,136.75999,439303000
2021-01-25,143.070007,145.089996,130.21001,131.96001,716991000
2021-01-18,127.78000,139.85001,126.94000,139.070007,429687100
2021-01-11,129.19000,131.45000,126.86000,127.14000,482792700
2021-01-04,133.52000,133.61000,126.38000,132.050003,610791200
2020-12-28,133.99001,138.78999,131.72000,132.69000,441102200
2020-12-21,125.019997,134.41000,123.45000,131.97000,433310200
2020-12-14,122.60000,129.58000,121.54000,126.66000,621538100
2020-12-07,122.31000,125.95000,120.15000,122.41000,452278700
2020-11-30,116.97000,123.78000,116.81000,122.25,543370600
2020-11-23,117.18000,117.62000,112.59000,116.59000,365024000
2020-11-16,118.92000,120.99000,116.81000,117.34000,389493400
2020-11-09,120.5,121.99000,114.13000,119.26000,589577900
2020-11-02,109.11000,119.62000,107.32000,118.69000,609571800
2020-10-26,114.010002,117.28000,107.72000,108.86000,684467100
2020-10-19,119.96000,120.42000,114.28000,115.040001,519569600
2020-10-12,120.059998,125.39000,118.15000,119.019997,881222300
2020-10-05,113.91000,117,112.25,116.97000,548575100
2020-09-28,115.010002,117.72000,112.22000,113.019997,640562200
2020-09-21,104.54000,112.86000,103.099998,112.28000,847212600
2020-09-14,114.72000,118.83000,106.089996,106.84000,944587000
2020-09-07,113.95000,120.5,110,112,771441800
2020-08-31,127.58000,137.98000,110.89000,120.96000,1167976600
2020-08-24,128.69749,128.78500,123.052498,124.80750,1063638000
2020-08-17,116.0625,124.86750,113.96250,124.37000,835695200
2020-08-10,112.60000,116.042503,109.10750,114.90750,941551200
2020-08-03,108.20000,114.41250,107.89250,111.11250,1003474000
2020-07-27,93.71000,106.41500,93.24750,106.26000,847635600
2020-07-20,96.41750,99.25,89.14500,92.61500,665196000
2020-07-13,97.26500,99.95500,93.87750,96.32750,718600800
2020-07-06,92.5,96.31750,92.46750,95.92000,564072000
2020-06-29,88.3125,92.61750,87.82000,91.027496,495648000
2020-06-22,87.83500,93.095001,87.78750,88.40750,883003200
2020-06-15,83.3125,89.14000,83.14500,87.43000,779940400
2020-06-08,82.5625,88.69250,81.83000,84.70000,811826800
2020-06-01,79.4375,82.9375,79.30250,82.875,497736000
2020-05-25,80.875,81.059998,78.27250,79.48500,525560400
2020-05-18,78.29250,80.22250,77.58000,79.72250,532904800
2020-05-11,77.025002,79.92250,75.052498,76.92750,834147600
2020-05-04,72.29250,77.58750,71.58000,77.53250,672706400
2020-04-27,70.45000,74.75,69.55000,72.26750,790054000
2020-04-20,69.48750,70.75250,66.35750,70.74250,678844800
2020-04-13,67.077499,72.0625,66.45750,70.70000,829547200
2020-04-06,62.72500,67.92500,62.34500,66.99750,735437600
2020-03-30,62.68500,65.62250,59.22500,60.35250,837010800
2020-03-23,57.020000,64.67000,53.15250,61.93500,1384190000
2020-03-16,60.48750,64.77000,57,57.31000,1620263600
2020-03-09,65.9375,71.61000,62,69.49250,1616839600
2020-03-02,70.57000,76,69.43000,72.25750,1293800800
2020-02-24,74.31500,76.044998,64.092499,68.34000,1398039200
2020-02-17,78.84000,81.16250,77.625,78.26250,476635200
2020-02-10,78.54500,81.80500,78.46250,81.23750,492263600
2020-02-03,76.074997,81.30500,75.55500,80.0074997,652341200
2020-01-27,77.51500,81.96250,76.22000,77.37750,866734800
2020-01-20,79.29750,80.83250,78.91250,79.57750,463685200
2020-01-13,77.91000,79.68500,77.38750,79.68250,652055600
2020-01-06,73.44750,78.16750,73.1875,77.58250,670091600
2019-12-30,72.36500,75.15000,71.30500,74.35750,526723200
2019-12-23,70.13250,73.49250,70.092499,72.45000,386438000
2019-12-16,69.25,70.66250,69.24500,69.86000,732720000
2019-12-09,67.5,68.82500,66.22750,68.78750,568117600
2019-12-02,66.81750,67.75,64.072502,67.67750,456599200
2019-11-25,65.67750,67,65.625,66.8125,301081200
2019-11-18,66.45000,67,65.099998,65.44500,455825200
2019-11-11,64.57500,66.44500,64.57000,66.44000,461333600
2019-11-04,64.33250,65.11000,63.84250,65.035004,423960800
2019-10-28,61.85500,63.98250,59.31500,63.95500,654221600
2019-10-21,59.38000,61.68250,59.33000,61.64500,388122000
2019-10-14,58.72500,59.53250,58.30000,59.10250,422709600
2019-10-07,56.56750,59.41000,56.082500,59.052502,588705600
2019-09-30,55.22500,57.055000,53.78250,56.75250,634486800
2019-09-23,54.73750,55.62250,54.28500,54.70500,465780800
2019-09-16,54.43250,55.94000,54.36750,54.43250,569162000
2019-09-09,53.71000,56.60500,52.76750,54.6875,701467600
2019-09-02,51.60750,53.60500,51.055000,53.31500,329948400
2019-08-26,51.46500,52.61250,50.83000,52.18500,439958400
2019-08-19,52.65500,53.61000,50.25,50.66000,567620000
2019-08-12,49.90500,53.035000,49.78750,51.625,644382400
2019-08-05,49.49750,50.88250,48.14500,50.24750,692845600
2019-07-29,52.11500,55.34250,50.40750,51.0050011,879082000
2019-07-22,50.91250,52.43250,50.90250,51.93500,348612800
2019-07-15,51.022499,51.625,50.59000,50.64750,349566400
2019-07-08,50.20250,51.097500,49.60250,50.82500,406402800
2019-07-01,50.79250,51.27000,50.16250,51.057499,291262800
2019-06-24,49.63500,50.39250,48.82250,49.48000,469474000
2019-06-17,48.22500,50.21250,48.042500,49.69500,526635600
2019-06-10,47.95250,49.19750,47.57500,48.18500,447372400
2019-06-03,43.90000,47.98000,42.56750,47.53750,617392800
2019-05-27,44.73000,45.14750,43.74750,43.76750,418765600
2019-05-20,45.88000,47,44.45250,44.74250,627880400
2019-05-13,46.92750,48.11750,45.71250,47.25,745662000
2019-05-06,51.072498,52.21000,48.19250,49.29500,694654400
2019-04-29,51.099998,53.82750,49.77750,52.9375,745822400
2019-04-22,50.70750,52.12000,50.53000,51.075001,389981600
2019-04-15,49.64500,51.037498,49.50250,50.96500,385342400
2019-04-08,49.10500,50.71250,49.052502,49.71750,528026800
2019-04-01,47.91000,49.27500,47.095001,49.25,446161600
2019-03-25,47.87750,48.22000,46.14500,47.48750,671354400
2019-03-18,46.45000,49.42250,46.18250,47.76250,729373200
2019-03-11,43.87250,46.83250,43.83750,46.53000,632534000
2019-03-04,43.92250,44.4375,42.375,43.22750,467119200
2019-02-25,43.54000,43.96750,43.18250,43.74250,483522400
2019-02-18,42.42750,43.33000,42.37250,43.24250,325000400
2019-02-11,42.76250,43.12000,42.3125,42.60500,448918400
2019-02-04,41.85250,43.89250,41.82000,42.60250,605593600
2019-01-28,38.94750,42.25,38.41500,41.63000,809187200
2019-01-21,39.10250,39.53250,37.92500,39.44000,450006400
2019-01-14,37.71250,39.47000,37.30500,39.20500,621168000
2019-01-07,37.17500,38.63250,36.47500,38.072498,814824400
2018-12-31,39.63250,39.84000,35.5,37.064999,887850000
2018-12-24,37.037498,39.63000,36.64750,39.057499,764640800
2018-12-17,41.36250,42.087502,37.40750,37.68250,1150777200
2018-12-10,41.25,43.14250,40.83250,41.37000,870150800
2018-12-03,46.11500,46.23500,42.075001,42.12250,670107200
2018-11-26,43.56000,45.70000,42.56500,44.64500,854999600
2018-11-19,47.5,47.67500,43.025002,43.072498,657994800
2018-11-12,49.75,49.96250,46.48250,48.38250,968906000
2018-11-05,51.075001,52.53000,49.54250,51.11750,764797600
2018-10-29,54.79750,55.59000,51.35750,51.87000,1082425200
2018-10-22,54.94750,56.057499,53.16750,54.075001,742398400
2018-10-15,55.29000,55.74750,53.25,54.82750,594081600
2018-10-08,55.55250,56.81750,53.080002,55.52750,768031200
2018-10-01,56.98750,58.36750,55.14500,56.072498,570665200
2018-09-24,54.20500,56.61000,54.15750,56.43500,517372400
2018-09-17,55.53750,55.73750,53.82500,54.41500,874984400
2018-09-10,55.23750,57.087502,54.11750,55.96000,792999600
2018-09-03,57.10250,57.41750,55.17750,55.32500,530531600
2018-08-27,54.28750,57.21750,54.082500,56.90750,650762400
2018-08-20,54.52500,54.79500,53.46000,54.040001,451300800
2018-08-13,52.32750,54.48750,51.92500,54.39500,557495600
2018-08-06,52,52.44500,51.13000,51.88250,486568400
2018-07-30,47.97500,52.18500,47.26750,51.99750,896758400
2018-07-23,47.67000,48.99000,47.39000,47.74500,377988800
2018-07-16,47.88000,48.16250,47.30000,47.86000,351736000
2018-07-09,47.375,47.96000,46.90250,47.83250,340328800
2018-07-02,45.95500,47.10750,45.85500,46.99250,263102000
2018-06-25,45.85000,46.82000,45.18250,46.27750,486482000
2018-06-18,46.97000,47.30500,45.86250,46.23000,502417600
2018-06-11,47.83750,48.22000,47.064999,47.21000,560749200
2018-06-04,47.91000,48.55000,47.44250,47.92500,467079200
2018-05-28,46.90000,47.56500,46.53500,47.56000,368519600
2018-05-21,47,47.41250,46.44000,47.14500,377579600
2018-05-14,47.25250,47.38250,46.27500,46.57750,396995200
2018-05-07,46.29500,47.59250,45.91750,47.14750,593067600
2018-04-30,40.53250,46.0625,40.46000,45.95750,1011222800
2018-04-23,41.70750,41.73000,40.15750,40.58000,648833600
2018-04-16,43.75750,44.73500,41.35750,41.43000,676952800
2018-04-09,42.47000,43.96000,42.46250,43.68250,511486000
2018-04-02,41.66000,43.55750,41.11750,42.095001,657635200
2018-03-26,42.017502,43.78750,41.29750,41.94500,634123200
2018-03-19,44.33000,44.36750,41.23500,41.23500,690682800
2018-03-12,45.072498,45.875,44.40500,44.50500,621670000
2018-03-05,43.80250,45,43.56750,44.99500,559410800
2018-02-26,44.087502,45.15500,43.11250,44.052502,808513600
2018-02-19,43.012501,43.91250,42.75250,43.875,544825600
2018-02-12,39.625,43.70500,39.37750,43.10750,901347600
2018-02-05,39.77500,40.97000,37.56000,39.10250,1270616000
2018-01-29,42.54000,42.54000,40.025002,40.125,1051968400
2018-01-22,44.32500,44.86000,42.51500,42.87750,766299200
2018-01-15,44.47500,45.025002,43.76750,44.61500,510284800
2018-01-08,43.58750,44.34000,43.25,44.27250,440790000
2018-01-01,42.54000,43.84250,42.31500,43.75,404673600
2017-12-25,42.70000,42.96250,42.30500,42.30750,388655200
2017-12-18,43.72000,44.30000,43.3125,43.75250,470529600
2017-12-11,42.30000,43.54250,42.19750,43.49250,556588800
2017-12-04,43.12000,43.15500,41.61500,42.34250,549924400
2017-11-27,43.76250,43.77000,41.79000,42.76250,680394000
2017-11-20,42.57250,43.875,42.39000,43.74250,324037200
2017-11-13,43.375,43.625,42.095001,42.53750,465838800
2017-11-06,43.092499,44.060001,42.93000,43.66750,553701600
2017-10-30,40.97250,43.56500,40.93000,43.125,860709600
2017-10-23,39.22250,40.90000,38.81750,40.76250,489613200
2017-10-16,39.47500,40.21750,38.75500,39.0625,504205200
2017-10-09,38.95250,39.5,38.77500,39.24750,325219200
2017-10-02,38.56500,38.87250,38.11500,38.82500,375137200
2017-09-25,37.49750,38.68000,37.29000,38.53000,619427200
2017-09-18,40.027500,40.125,37.64000,37.97250,744754000
2017-09-11,40.125,40.99000,39.47750,39.97000,884310000
2017-09-04,40.9375,41.0625,39.63250,39.65750,406640800
2017-08-28,40.035000,41.23500,39.98250,41.012501,504514800
2017-08-21,39.375,40.18500,38.77750,39.96500,450684800
2017-08-14,39.83000,40.62750,39.18000,39.375,538514000
2017-08-07,39.26500,40.45750,38.65750,39.37000,605076400
2017-07-31,37.47500,39.9375,37.032501,39.097500,691234000
2017-07-24,37.64500,38.49750,36.82500,37.375,423272400
2017-07-17,37.20500,37.93500,37.14250,37.56750,424326400
2017-07-10,36.027500,37.33250,35.84250,37.26000,444353600
2017-07-03,36.22000,36.32500,35.60250,36.044998,316711600
2017-06-26,36.79250,37.070000,35.57000,36.0050011,508240800
2017-06-19,35.91500,36.79000,35.91500,36.57000,533012000
2017-06-12,36.43500,36.875,35.55000,35.56750,882121600
2017-06-05,38.58500,38.99500,36.50500,37.24500,636638800
2017-05-29,38.35500,38.86250,38.055000,38.86250,355011600
2017-05-22,38.5,38.72500,38.16750,38.40250,412906000
2017-05-15,39.0024986,39.16250,37.42750,38.26500,629419600
2017-05-08,37.25750,39.10500,37.25750,39.025002,693882400
2017-05-01,36.27500,37.24500,36.067501,37.24000,701406800
2017-04-24,35.875,36.22500,35.79500,35.91250,364614800
2017-04-17,35.37000,35.73000,35.11250,35.56750,356994000
2017-04-10,35.90000,35.97000,35.014999,35.26250,349942800
2017-04-03,35.92750,36.36500,35.76250,35.83500,421664800
