event,reason,step,position,entry_price,exit_price,realized_pips,cost_pips,net_pips,equity_usd,time_in_trade
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,50,-1,34.33999149014176,34.351991490141764,-120.00000000000455,1.0,-121.00000000000455,-11810.000000000819,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,51,-1,33.79998956484099,33.81198956484099,-120.00000000000455,1.0,-121.00000000000455,-13020.000000000864,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,52,-1,34.009997328674,34.021997328674,-120.00000000000455,1.0,-121.00000000000455,-14230.00000000091,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,53,-1,33.16998113017204,33.18198113017204,-120.00000000000455,1.0,-121.00000000000455,-15440.000000000955,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,54,-1,34.66999969923769,34.68199969923769,-120.00000000000455,1.0,-121.00000000000455,-16650.000000001,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,55,-1,34.39999000361463,34.41199000361463,-120.00000000000455,1.0,-121.00000000000455,-17860.000000001048,0
CLOSE,SL_HIT,56,-1,34.589984372512454,34.601984372512455,-120.00000000000455,1.0,-121.00000000000455,-19070.00000000109,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,57,-1,36.10999400694614,36.12199400694614,-120.00000000000455,1.0,-121.00000000000455,-20280.000000001135,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,58,-1,36.28998137065824,36.30198137065824,-120.00000000000455,1.0,-121.00000000000455,-21490.00000000118,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,59,-1,36.839985408493874,36.851985408493874,-120.00000000000455,1.0,-121.00000000000455,-22700.000000001222,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,60,-1,38.369991656294644,38.381991656294645,-120.00000000000455,1.0,-121.00000000000455,-23910.000000001266,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,61,-1,38.92998415407174,38.94198415407174,-120.00000000000455,1.0,-121.00000000000455,-25120.00000000131,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,62,-1,37.329987413035454,37.341987413035454,-120.00000000000455,1.0,-121.00000000000455,-26330.000000001353,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,63,-1,38.249994452980374,38.261994452980375,-120.00000000000455,1.0,-121.00000000000455,-27540.000000001397,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,64,-1,39.60998569428968,39.621985694289684,-120.00000000000455,1.0,-121.00000000000455,-28750.00000000144,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,65,-1,39.08999331002728,39.10199331002728,-120.00000000000455,1.0,-121.00000000000455,-29960.000000001484,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,66,-1,39.66998221234998,39.68198221234998,-120.00000000000455,1.0,-121.00000000000455,-31170.000000001528,0
CLOSE,TP_HIT,67,-1,37.29999341145947,37.29399341145947,60.000000000002274,1.0,59.000000000002274,-30580.000000001506,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,68,-1,36.1499817392931,36.161981739293104,-120.00000000000455,1.0,-121.00000000000455,-31790.00000000155,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,69,-1,38.10999148875597,38.121991488755974,-120.00000000000455,1.0,-121.00000000000455,-33000.00000000159,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,70,-1,38.049993040300144,38.061993040300145,-120.00000000000455,1.0,-121.00000000000455,-34210.00000000164,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,71,-1,37.51998531449273,37.53198531449273,-120.00000000000455,1.0,-121.00000000000455,-35420.00000000168,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,72,-1,36.37999737305407,36.39199737305407,-120.00000000000455,1.0,-121.00000000000455,-36630.000000001724,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,73,-1,35.919983566313384,35.931983566313384,-120.00000000000455,1.0,-121.00000000000455,-37840.00000000177,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,74,-1,37.239988519603294,37.251988519603294,-120.00000000000455,1.0,-121.00000000000455,-39050.00000000181,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,75,-1,38.239991638809244,38.251991638809244,-120.00000000000455,1.0,-121.00000000000455,-40260.000000001855,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,76,-1,37.84998304584127,37.86198304584127,-120.00000000000455,1.0,-121.00000000000455,-41470.0000000019,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,77,-1,37.71998493215844,37.73198493215844,-120.00000000000455,1.0,-121.00000000000455,-42680.00000000194,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,78,-1,37.23999675046637,37.25199675046637,-120.00000000000455,1.0,-121.00000000000455,-43890.000000001986,0
CLOSE,SL_HIT,79,-1,37.929991872929655,37.941991872929655,-120.00000000000455,1.0,-121.00000000000455,-45100.00000000203,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,80,-1,38.34998981149318,38.36198981149318,-120.00000000000455,1.0,-121.00000000000455,-46310.000000002074,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,81,-1,37.87998292787355,37.89198292787355,-120.00000000000455,1.0,-121.00000000000455,-47520.00000000212,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,82,-1,38.10998122224581,38.12198122224581,-120.00000000000455,1.0,-121.00000000000455,-48730.00000000216,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,83,-1,39.74998461056514,39.76198461056514,-120.00000000000455,1.0,-121.00000000000455,-49940.000000002205,0
CLOSE,TP_HIT,84,-1,41.11999841775373,41.11399841775373,60.000000000002274,1.0,59.000000000002274,-49350.00000000218,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,85,-1,40.119982341137785,40.131982341137785,-120.00000000000455,1.0,-121.00000000000455,-50560.00000000223,0
CLOSE,SL_HIT,86,-1,40.07999978704585,40.09199978704585,-120.00000000000455,1.0,-121.00000000000455,-51770.00000000227,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,87,-1,41.449994538123725,41.461994538123726,-120.00000000000455,1.0,-121.00000000000455,-52980.000000002314,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,88,-1,41.8599829491016,41.8719829491016,-120.00000000000455,1.0,-121.00000000000455,-54190.00000000236,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,89,-1,42.36999884600137,42.38199884600137,-120.00000000000455,1.0,-121.00000000000455,-55400.0000000024,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,90,-1,43.07999848170779,43.09199848170779,-120.00000000000455,1.0,-121.00000000000455,-56610.000000002445,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,91,-1,42.12999677933474,42.14199677933474,-120.00000000000455,1.0,-121.00000000000455,-57820.00000000249,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,92,-1,42.889980919853095,42.901980919853095,-120.00000000000455,1.0,-121.00000000000455,-59030.00000000253,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,93,-1,43.779995310563095,43.791995310563095,-120.00000000000455,1.0,-121.00000000000455,-60240.000000002576,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,94,-1,44.98998384041607,45.001983840416074,-120.00000000000455,1.0,-121.00000000000455,-61450.00000000262,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,95,-1,45.56998139359357,45.58198139359357,-120.00000000000455,1.0,-121.00000000000455,-62660.00000000266,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,96,-1,46.16998700577624,46.18198700577624,-120.00000000000455,1.0,-121.00000000000455,-63870.00000000271,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,97,-1,42.34999999638407,42.36199999638407,-120.00000000000455,1.0,-121.00000000000455,-65080.00000000275,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,98,-1,43.08999049034043,43.101990490340434,-120.00000000000455,1.0,-121.00000000000455,-66290.0000000028,0
CLOSE,SL_HIT,99,-1,42.87998369694531,42.89198369694531,-120.00000000000455,1.0,-121.00000000000455,-67500.00000000284,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,100,-1,45.469992842108645,45.481992842108646,-120.00000000000455,1.0,-121.00000000000455,-68710.00000000288,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,101,-1,44.79998736617748,44.81198736617748,-120.00000000000455,1.0,-121.00000000000455,-69920.00000000292,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,102,-1,44.599980353305455,44.611980353305455,-120.00000000000455,1.0,-121.00000000000455,-71130.00000000297,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,103,-1,43.99999247908742,44.01199247908742,-120.00000000000455,1.0,-121.00000000000455,-72340.00000000301,0
CLOSE,SL_HIT,104,-1,42.20998672263737,42.22198672263737,-120.00000000000455,1.0,-121.00000000000455,-73550.00000000306,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,105,-1,43.02999566247391,43.04199566247391,-120.00000000000455,1.0,-121.00000000000455,-74760.0000000031,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,106,-1,42.32998471200688,42.341984712006884,-120.00000000000455,1.0,-121.00000000000455,-75970.00000000314,0
CLOSE,SL_HIT,107,-1,44.64999462415688,44.66199462415688,-120.00000000000455,1.0,-121.00000000000455,-77180.00000000319,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,108,-1,45.67998734763122,45.69198734763122,-120.00000000000455,1.0,-121.00000000000455,-78390.00000000323,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,109,-1,46.69998485206093,46.71198485206093,-120.00000000000455,1.0,-121.00000000000455,-79600.00000000327,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,110,-1,47.26999880628329,47.28199880628329,-120.00000000000455,1.0,-121.00000000000455,-80810.00000000332,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,111,-1,44.72998920860432,44.74198920860432,-120.00000000000455,1.0,-121.00000000000455,-82020.00000000336,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,112,-1,44.259997996730206,44.27199799673021,-120.00000000000455,1.0,-121.00000000000455,-83230.0000000034,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,113,-1,44.22998316048144,44.24198316048144,-120.00000000000455,1.0,-121.00000000000455,-84440.00000000345,0
CLOSE,TP_HIT,114,-1,41.50998732773851,41.50398732773851,60.000000000002274,1.0,59.000000000002274,-83850.00000000342,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,115,-1,41.00998516531502,41.02198516531502,-120.00000000000455,1.0,-121.00000000000455,-85060.00000000346,0
CLOSE,SL_HIT,116,-1,40.38998554218141,40.40198554218141,-120.00000000000455,1.0,-121.00000000000455,-86270.0000000035,0
CLOSE,TP_HIT,117,-1,41.819981340266565,41.813981340266565,60.000000000002274,1.0,59.000000000002274,-85680.00000000348,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,118,-1,40.8999939869462,40.9119939869462,-120.00000000000455,1.0,-121.00000000000455,-86890.00000000352,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,119,-1,41.82998195733477,41.841981957334774,-120.00000000000455,1.0,-121.00000000000455,-88100.00000000357,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,120,-1,41.319985530786816,41.33198553078682,-120.00000000000455,1.0,-121.00000000000455,-89310.00000000361,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,121,-1,40.669980834446775,40.681980834446776,-120.00000000000455,1.0,-121.00000000000455,-90520.00000000365,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,122,-1,40.13998918900796,40.15198918900796,-120.00000000000455,1.0,-121.00000000000455,-91730.0000000037,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,123,-1,38.6599879133247,38.6719879133247,-120.00000000000455,1.0,-121.00000000000455,-92940.00000000374,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,124,-1,40.36998229319096,40.38198229319096,-120.00000000000455,1.0,-121.00000000000455,-94150.00000000378,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,125,-1,39.11999134507126,39.13199134507126,-120.00000000000455,1.0,-121.00000000000455,-95360.00000000383,0
CLOSE,SL_HIT,126,-1,40.31999031492623,40.33199031492623,-120.00000000000455,1.0,-121.00000000000455,-96570.00000000387,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,127,-1,43.14998022061344,43.161980220613444,-120.00000000000455,1.0,-121.00000000000455,-97780.00000000391,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,128,-1,40.78998732523961,40.80198732523961,-120.00000000000455,1.0,-121.00000000000455,-98990.00000000396,0
CLOSE,TP_HIT,129,-1,39.949999301102416,39.943999301102416,60.000000000002274,1.0,59.000000000002274,-98400.00000000393,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,130,-1,39.109997578824455,39.121997578824455,-120.00000000000455,1.0,-121.00000000000455,-99610.00000000397,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,131,-1,38.68998289185174,38.70198289185174,-120.00000000000455,1.0,-121.00000000000455,-100820.00000000402,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,132,-1,39.389984323633456,39.40198432363346,-120.00000000000455,1.0,-121.00000000000455,-102030.00000000406,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,133,-1,39.63999923666152,39.65199923666152,-120.00000000000455,1.0,-121.00000000000455,-103240.0000000041,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,134,-1,38.819990691119244,38.831990691119245,-120.00000000000455,1.0,-121.00000000000455,-104450.00000000415,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,135,-1,34.39999945737296,34.41199945737296,-120.00000000000455,1.0,-121.00000000000455,-105660.00000000419,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,136,-1,32.919983651593114,32.931983651593114,-120.00000000000455,1.0,-121.00000000000455,-106870.00000000423,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,137,-1,33.309987207491716,33.321987207491716,-120.00000000000455,1.0,-121.00000000000455,-108080.00000000428,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,138,-1,34.31998068846659,34.331980688466594,-120.00000000000455,1.0,-121.00000000000455,-109290.00000000432,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,139,-1,34.72998465796465,34.74198465796465,-120.00000000000455,1.0,-121.00000000000455,-110500.00000000437,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,140,-1,34.11998277120182,34.13198277120182,-120.00000000000455,1.0,-121.00000000000455,-111710.00000000441,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,141,-1,33.719997689634994,33.731997689634994,-120.00000000000455,1.0,-121.00000000000455,-112920.00000000445,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,142,-1,34.10998194035851,34.12198194035851,-120.00000000000455,1.0,-121.00000000000455,-114130.0000000045,0
CLOSE,SL_HIT,143,-1,35.429980899156206,35.441980899156206,-120.00000000000455,1.0,-121.00000000000455,-115340.00000000454,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,144,-1,35.919984680018125,35.931984680018125,-120.00000000000455,1.0,-121.00000000000455,-116550.00000000458,0
CLOSE,TP_HIT,145,-1,38.049991493786266,38.043991493786265,60.000000000002274,1.0,59.000000000002274,-115960.00000000455,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,146,-1,35.709981873774254,35.721981873774254,-120.00000000000455,1.0,-121.00000000000455,-117170.0000000046,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,147,-1,33.50998396594101,33.52198396594101,-120.00000000000455,1.0,-121.00000000000455,-118380.00000000464,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,148,-1,33.33998672146338,33.35198672146338,-120.00000000000455,1.0,-121.00000000000455,-119590.00000000469,0
CLOSE,TP_HIT,149,-1,33.159985231400285,33.153985231400284,60.000000000002274,1.0,59.000000000002274,-119000.00000000466,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,150,-1,32.06999639524149,32.08199639524149,-120.00000000000455,1.0,-121.00000000000455,-120210.0000000047,0
CLOSE,TP_HIT,151,-1,32.01999323359805,32.01399323359805,60.000000000002274,1.0,59.000000000002274,-119620.00000000467,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,152,-1,31.309986757048883,31.321986757048883,-120.00000000000455,1.0,-121.00000000000455,-120830.00000000471,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,153,-1,31.549999255562483,31.561999255562483,-120.00000000000455,1.0,-121.00000000000455,-122040.00000000476,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,154,-1,33.95998360770919,33.97198360770919,-120.00000000000455,1.0,-121.00000000000455,-123250.0000000048,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,155,-1,29.3599972477133,29.3719972477133,-120.00000000000455,1.0,-121.00000000000455,-124460.00000000485,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,156,-1,31.359993420839807,31.371993420839807,-120.00000000000455,1.0,-121.00000000000455,-125670.00000000489,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,157,-1,30.899983115824266,30.911983115824267,-120.00000000000455,1.0,-121.00000000000455,-126880.00000000493,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,158,-1,28.299995876625648,28.311995876625648,-120.00000000000455,1.0,-121.00000000000455,-128090.00000000498,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,159,-1,28.519981171732297,28.531981171732298,-120.00000000000455,1.0,-121.00000000000455,-129300.00000000502,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,160,-1,27.73999549053604,27.75199549053604,-120.00000000000455,1.0,-121.00000000000455,-130510.00000000506,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,161,-1,31.889998883199564,31.901998883199564,-120.00000000000455,1.0,-121.00000000000455,-131720.00000000512,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,162,-1,32.85998855666995,32.87198855666995,-120.00000000000455,1.0,-121.00000000000455,-132930.00000000518,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,163,-1,31.70998491201713,31.72198491201713,-120.00000000000455,1.0,-121.00000000000455,-134140.00000000524,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,164,-1,32.72998211646633,32.74198211646633,-120.00000000000455,1.0,-121.00000000000455,-135350.0000000053,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,165,-1,33.989985272583745,34.001985272583745,-120.00000000000455,1.0,-121.00000000000455,-136560.00000000536,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,166,-1,32.369983967788805,32.381983967788806,-120.00000000000455,1.0,-121.00000000000455,-137770.0000000054,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,167,-1,31.54999644815607,31.56199644815607,-120.00000000000455,1.0,-121.00000000000455,-138980.00000000547,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,168,-1,32.74999393067551,32.76199393067551,-120.00000000000455,1.0,-121.00000000000455,-140190.00000000553,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,169,-1,35.809988595064944,35.821988595064944,-120.00000000000455,1.0,-121.00000000000455,-141400.0000000056,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,170,-1,34.20999508836066,34.22199508836066,-120.00000000000455,1.0,-121.00000000000455,-142610.00000000565,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,171,-1,36.70998286921404,36.72198286921404,-120.00000000000455,1.0,-121.00000000000455,-143820.0000000057,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,172,-1,34.20999387910641,34.221993879106414,-120.00000000000455,1.0,-121.00000000000455,-145030.00000000576,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,173,-1,35.93999123647271,35.95199123647271,-120.00000000000455,1.0,-121.00000000000455,-146240.00000000582,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,174,-1,37.13999426561261,37.15199426561261,-120.00000000000455,1.0,-121.00000000000455,-147450.00000000588,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,175,-1,36.999990260307165,37.011990260307165,-120.00000000000455,1.0,-121.00000000000455,-148660.00000000594,0
CLOSE,SL_HIT,176,-1,35.31998329815271,35.33198329815271,-120.00000000000455,1.0,-121.00000000000455,-149870.000000006,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,177,-1,37.36999418041151,37.38199418041151,-120.00000000000455,1.0,-121.00000000000455,-151080.00000000605,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,178,-1,34.73998228291867,34.75198228291867,-120.00000000000455,1.0,-121.00000000000455,-152290.0000000061,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,179,-1,35.85999021568839,35.87199021568839,-120.00000000000455,1.0,-121.00000000000455,-153500.00000000617,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,180,-1,36.07999992776365,36.09199992776365,-120.00000000000455,1.0,-121.00000000000455,-154710.00000000623,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,181,-1,36.12999702221239,36.141997022212394,-120.00000000000455,1.0,-121.00000000000455,-155920.0000000063,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,182,-1,34.20999280859865,34.22199280859865,-120.00000000000455,1.0,-121.00000000000455,-157130.00000000634,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,183,-1,32.42999255460626,32.44199255460626,-120.00000000000455,1.0,-121.00000000000455,-158340.0000000064,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,184,-1,32.07998754128494,32.091987541284944,-120.00000000000455,1.0,-121.00000000000455,-159550.00000000646,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,185,-1,33.299998658142236,33.31199865814224,-120.00000000000455,1.0,-121.00000000000455,-160760.00000000652,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,186,-1,35.019989520308044,35.031989520308045,-120.00000000000455,1.0,-121.00000000000455,-161970.00000000658,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,187,-1,36.219997503586505,36.231997503586506,-120.00000000000455,1.0,-121.00000000000455,-163180.00000000664,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,188,-1,37.409988048976544,37.421988048976544,-120.00000000000455,1.0,-121.00000000000455,-164390.0000000067,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,189,-1,38.66999728536836,38.68199728536836,-120.00000000000455,1.0,-121.00000000000455,-165600.00000000675,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,190,-1,38.059991640680124,38.071991640680125,-120.00000000000455,1.0,-121.00000000000455,-166810.0000000068,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,191,-1,36.249994201845865,36.261994201845866,-120.00000000000455,1.0,-121.00000000000455,-168020.00000000687,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,192,-1,35.779981897669536,35.79198189766954,-120.00000000000455,1.0,-121.00000000000455,-169230.00000000693,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,193,-1,35.90999509050968,35.92199509050968,-120.00000000000455,1.0,-121.00000000000455,-170440.00000000698,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,194,-1,36.329995760604646,36.34199576060465,-120.00000000000455,1.0,-121.00000000000455,-171650.00000000704,0
CLOSE,TP_HIT,195,-1,40.29999324249458,40.29399324249458,60.000000000002274,1.0,59.000000000002274,-171060.000000007,0
CLOSE,TP_HIT,196,-1,38.58999082935642,38.583990829356416,60.000000000002274,1.0,59.000000000002274,-170470.00000000698,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,197,-1,33.18998317759314,33.20198317759314,-120.00000000000455,1.0,-121.00000000000455,-171680.00000000704,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,198,-1,34.76999459464254,34.78199459464254,-120.00000000000455,1.0,-121.00000000000455,-172890.0000000071,0
