seed,trader_count,traditional_return_fwd,tokenized_return_fwd,spread_return_fwd,traditional_volatility_fwd,tokenized_volatility_fwd,spread_volatility_fwd,traditional_micro_return_fwd,tokenized_micro_return_fwd,spread_micro_return_fwd,traditional_stress_fwd,tokenized_stress_fwd,spread_stress_fwd
20,1000,-2.307903460799421,8.901980381530205,11.209883842329626,3.522844852893265,5.368205654226407,1.845360801333142,11.66142588284802,11.71599124590712,0.054565363059099425,76.66666666666667,50.0,-26.66666666666667
21,1000,7.81078804685722,10.743939319289296,2.9331512724320765,2.9681195291690803,4.5604975113132475,1.5923779821441673,13.697250557638373,11.528403541384424,-2.168847016253949,86.66666666666666,54.166666666666664,-32.49999999999999
22,1000,4.2232967569228785,4.643726054651109,0.4204292977282309,3.2393877684550763,5.071048224101729,1.8316604556466531,12.17575230149035,7.2664787558136545,-4.909273545676696,76.66666666666666,39.16666666666667,-37.499999999999986
23,1000,8.087164002618309,6.773087832654134,-1.3140761699641743,3.231637951120059,4.639486347255991,1.407848396135932,2.3837767829709033,10.458862791954582,8.075086008983678,70.0,38.333333333333336,-31.666666666666664
24,1000,5.423350249043368,8.481551083801975,3.0582008347586065,3.205255456521223,5.168058569519117,1.9628031129978938,18.362710504555977,82.90375499027643,64.54104448572045,83.33333333333334,73.33333333333333,-10.000000000000014
25,1000,25.74355220525959,19.817422946712004,-5.926129258547586,3.3332888400743297,4.066179527781589,0.7328906877072594,13.668619956216244,8.5866211673578,-5.081998788858444,69.16666666666667,38.33333333333333,-30.833333333333343
26,1000,0.648240038852177,4.647245273103073,3.9990052342508964,3.244748631517115,3.7485821102202928,0.5038334787031777,11.009335435627655,6.6661496290659095,-4.3431858065617455,80.83333333333333,41.66666666666667,-39.16666666666666
27,1000,26.37771537030389,23.991919874434274,-2.3857954958696155,2.8707393078338637,4.287108229299143,1.4163689214652795,13.936736855220545,12.392906567266193,-1.5438302879543517,69.16666666666666,30.0,-39.16666666666666
28,1000,16.014790102080802,17.205928240789614,1.191138138708812,2.9361300752964166,4.299732537044503,1.3636024617480862,11.939891774049126,8.40436541309284,-3.535526360956286,60.833333333333336,31.666666666666668,-29.166666666666668
29,1000,23.395998883234668,21.270625552810564,-2.125373330424104,3.2279712480106193,3.6050300245843747,0.3770587765737554,12.51771724062738,9.032808459381435,-3.484908781245945,87.5,55.0,-32.5
30,1000,-5.287743031360925,-5.057351530038878,0.230391501322047,3.771469989277196,4.465909609318844,0.6944396200416483,12.010329617952586,3.6945568058709632,-8.315772812081622,84.16666666666666,57.5,-26.666666666666657
31,1000,-1.3668644467436653,1.0527155462648263,2.4195799930084916,2.5143404241501637,3.1038699949738717,0.589529570823708,10.219645176595037,1.0877178525812603,-9.131927324013777,62.5,27.5,-35.0
32,1000,-0.1982493061274293,-0.5379711940239007,-0.3397218878964714,3.3658341224647,3.7540500802486236,0.3882159577839235,10.237542864731019,0.23896831609739877,-9.99857454863362,88.33333333333334,60.833333333333336,-27.500000000000007
33,1000,9.866715466495869,10.74276624647199,0.8760507799761221,2.9322636408272573,3.274787216684209,0.3425235758569518,7.344522533842723,-0.1837099225170724,-7.528232456359795,83.33333333333334,47.5,-35.83333333333334
34,1000,7.293932163545125,5.478953900584416,-1.8149782629607092,2.9216428544131916,4.333117694243374,1.411474839830182,11.303634552662922,2.8084836175828354,-8.495150935080087,77.5,34.16666666666667,-43.33333333333333
35,1000,25.988020580389517,22.496252032348664,-3.4917685480408522,3.312758265086596,3.7866648703975034,0.47390660531090756,13.255491032707,9.921547622798442,-3.3339434099085583,94.16666666666666,55.0,-39.16666666666666
36,1000,1.4722063857391943,3.366015142023926,1.8938087562847317,2.6682240621952698,2.2664347147528425,-0.4017893474424272,15.990358724208775,2.077036986769487,-13.913321737439288,65.83333333333333,40.0,-25.83333333333333
37,1000,-2.300161180205096,1.6176674150871317,3.9178285952922276,3.0855331263975794,3.762117913760537,0.6765847873629576,9.710849091467843,6.615980824367984,-3.0948682670998586,70.83333333333334,51.666666666666664,-19.16666666666668
38,1000,22.972988825308338,25.636333349756345,2.663344524448007,3.55810232366696,4.377772909008741,0.8196705853417812,14.370677892969175,15.368619533842121,0.9979416408729467,83.33333333333333,55.0,-28.33333333333333
39,1000,5.540892145339038,8.099363959918438,2.5584718145794003,3.1148567823668016,2.166314473206803,-0.9485423091599987,11.212153131327307,5.452161499926089,-5.759991631401218,72.5,43.333333333333336,-29.166666666666664
40,1000,-0.4532753366132458,1.0294887044818513,1.482764041095097,2.2421665386354728,1.8531210398363571,-0.38904549879911565,11.748012957195254,5.587035082514191,-6.160977874681063,60.83333333333333,26.666666666666668,-34.16666666666666
41,1000,-12.975827661526262,-8.079187107460506,4.8966405540657565,2.2135190472677193,3.166722344104314,0.9532032968365947,10.250202090810046,-0.8063362957972164,-11.056538386607262,61.66666666666667,25.0,-36.66666666666667
42,1000,20.28712130276775,21.17255666528244,0.8854353625146878,3.682191182509208,5.773634630611098,2.0914434481018898,9.382874104033977,14.172081423727656,4.789207319693679,96.66666666666667,72.5,-24.16666666666667
43,1000,3.798409782488843,7.591892659144928,3.7934828766560846,3.2616496751641,3.530329932718605,0.2686802575545051,11.582574605532848,3.9916918520529254,-7.590882753479923,75.83333333333334,41.66666666666667,-34.16666666666667
44,1000,15.590137742210208,16.775175902268955,1.1850381600587472,3.6864647139289595,5.30239747648905,1.6159327625600906,20.651052500208,14.836393953568416,-5.814658546639583,85.0,41.666666666666664,-43.333333333333336
45,1000,4.2906311366371686,3.9626399769139287,-0.3279911597232399,3.8859700995493194,4.748465568111813,0.8624954685624937,11.540227201991904,3.9279508103352567,-7.612276391656647,91.66666666666667,44.16666666666667,-47.5
46,1000,5.31636600810359,2.224146061642629,-3.092219946460961,2.3614638479794547,2.800839725392282,0.43937587741282735,11.439233949197991,4.614802948083763,-6.824431001114228,52.5,11.666666666666666,-40.833333333333336
47,1000,-0.15132639343454768,-0.7125244292414235,-0.5611980358068758,2.548906011175663,3.226565328896447,0.6776593177207837,7.5158868606317375,2.4720860285937896,-5.043800832037948,62.5,23.333333333333332,-39.16666666666667
48,1000,3.8392327165316376,4.556918666169274,0.7176859496376364,2.8154460439300437,3.5094783718859857,0.6940323279559419,9.481556499045695,2.7209911610806436,-6.760565337965051,70.0,19.166666666666668,-50.83333333333333
49,1000,9.166390994554586,9.187975534393322,0.021584539838736205,3.1058953133494565,3.9528094303212815,0.8469141169718251,12.339758585196957,9.369690771121197,-2.97006781407576,81.66666666666667,53.33333333333333,-28.333333333333343
50,1000,6.516419500224058,2.5802909689816023,-3.9361285312424554,2.9589437955097657,3.5993354845570003,0.6403916890472345,11.85560989284824,2.3436344996570657,-9.511975393191173,82.5,34.16666666666667,-48.33333333333333
51,1000,-1.1130114890751774,0.9506582111578066,2.063669700232984,3.0818164469616627,2.2179081179214366,-0.8639083290402261,8.79589228947204,0.4003809920820611,-8.395511297389978,91.66666666666667,35.0,-56.66666666666667
52,1000,25.10938904021529,13.12081946174728,-11.988569578468011,3.6180992255856967,3.5101206202408197,-0.10797860534487702,12.397557354242084,4.928660929165041,-7.468896425077043,77.5,45.83333333333333,-31.66666666666667
53,1000,15.098151002625325,11.016561442034956,-4.08158956059037,2.5999088301689373,1.7403130655858547,-0.8595957645830825,16.242552573124904,5.489242790354987,-10.753309782769918,71.66666666666667,27.5,-44.16666666666667
54,1000,22.7906933094965,26.201754447705582,3.4110611382090816,3.5203133438628194,5.553550553467422,2.0332372096046023,13.49045832018112,13.247715138133875,-0.24274318204724388,97.5,70.0,-27.5
55,1000,-5.35695432758293,-6.155347687052326,-0.7983933594693964,3.2150474336178805,2.3218114810289165,-0.8932359525889639,10.350389191463494,-3.552533039914496,-13.902922231377989,78.33333333333334,34.166666666666664,-44.16666666666668
56,1000,8.422662828372406,12.245941754588486,3.82327892621608,2.9429772398989416,2.505295491770148,-0.43768174812879357,13.756857193417105,11.718414859660653,-2.0384423337564517,70.0,44.166666666666664,-25.833333333333336
57,1000,4.913532802635201,12.370991316915013,7.457458514279812,3.5225034492570146,4.696210118074242,1.173706668817227,12.976353940167185,16.058864730845567,3.0825107906783824,83.33333333333334,60.0,-23.333333333333343
58,1000,30.359593741421897,30.365693720071985,0.006099978650087934,3.067244158036141,6.365027348455824,3.2977831904196826,15.065081839438822,19.096622209511715,4.031540370072893,85.83333333333334,49.16666666666667,-36.66666666666667
59,1000,4.694872029486352,8.136433060945825,3.4415610314594725,3.5895426566966657,2.887145129530869,-0.7023975271657967,11.992584716883403,10.431718317915117,-1.5608663989682867,93.33333333333334,50.0,-43.33333333333334
60,1000,9.601601009781092,20.511178210876267,10.909577201095175,3.767089552207482,3.20435671190884,-0.5627328402986418,12.778076261222338,17.858640304212003,5.080564042989664,86.66666666666666,45.833333333333336,-40.83333333333332
61,1000,15.657002892797568,10.560705345223598,-5.09629754757397,2.39123536844064,5.036224761342864,2.644989392902224,12.648181322532913,7.745142472134492,-4.9030388503984215,63.333333333333336,42.5,-20.833333333333336
62,1000,20.84761549488423,11.501978973842819,-9.345636521041412,3.332630130077309,1.9754173790960239,-1.357212750981285,12.006143602817643,4.275254661215144,-7.730888941602498,79.16666666666666,26.666666666666668,-52.499999999999986
63,1000,24.74456339402813,20.569128008051973,-4.175435385976158,3.4608331530622802,4.551706244201168,1.0908730911388878,13.15503903104982,7.6394729124808824,-5.515566118568938,75.83333333333333,24.166666666666664,-51.666666666666664
64,1000,9.374259497784077,11.387956295999114,2.0136967982150367,3.305757397784095,4.6039917694015156,1.2982343716174207,12.736454677736875,8.128800529317237,-4.607654148419638,92.5,42.5,-50.0
65,1000,-10.899488774866207,-6.698011172345508,4.201477602520699,3.3895114681136116,2.3525895753795627,-1.0369218927340489,10.47231048127717,2.9114644384025334,-7.560846042874636,80.83333333333333,39.166666666666664,-41.666666666666664
66,1000,32.36883286293113,34.651163336312926,2.2823304733817977,3.9709045804291443,4.965079937702148,0.9941753572730039,17.40099427369031,93.70207587275874,76.30108159906843,79.16666666666666,60.0,-19.166666666666657
67,1000,3.8540134340299126,-4.248165900650114,-8.102179334680027,3.899002069605172,3.515999333555153,-0.383002736050019,12.062356945944575,1.6805337766930828,-10.381823169251494,85.83333333333334,55.833333333333336,-30.000000000000007
